,X,Y
0,12.448446750001889,12.45033922748998
1,9.787664025763368,9.77062847563194
2,12.972570166744072,12.981254830587266
3,12.01934042816071,12.023079430016974
4,11.96135544651585,11.96165620621214
5,11.651086427615319,11.655867448096053
6,11.99488836211857,11.998626643945961
7,10.897412639437773,10.888453816536579
8,11.69094931357283,11.669523711894758
9,11.656398204109761,11.663117752535365
10,10.153688106498734,10.16874495000914
11,13.029565868466813,13.025007566272464
12,11.06132115769722,11.069380586925128
13,10.861178974996967,10.84786326879704
14,11.821233170071338,11.83034930680315
15,11.165360114545152,11.167356136821748
16,11.496156866510299,11.490503260667976
17,11.094737588137388,11.090914719473613
18,12.302934926836267,12.297128841949695
19,13.616349149113159,13.61691086669934
20,10.22724510181595,10.226780878022332
21,14.368003974691781,14.37498933548542
22,11.026484965246024,11.03261375984911
23,12.357425986363365,12.375809091535125
24,13.634414618579205,13.64043930542241
25,13.244567229213615,13.227725506090529
26,11.844900929138086,11.831687205219717
27,13.03902719447219,13.032699356717282
28,13.124816486104306,13.128683865621646
29,11.675640372558364,11.671760713722987
30,12.884596369165036,12.884521626908587
31,11.924605662968625,11.918556382129575
32,10.948688964800589,10.949812888881118
33,14.792784169465538,14.784193099485208
34,10.848994857204941,10.850741802537524
35,11.251745247284822,11.257161991087079
36,13.129312432777178,13.132121577682865
37,12.58407946981211,12.589352231773155
38,11.386898418513342,11.369767740522327
39,11.983265712833841,11.976839016898811
40,11.47359188189544,11.467493466796054
41,10.64631186003073,10.635821927604775
42,10.855092565036301,10.836666980917547
43,12.436598127655513,12.422956291166368
44,11.326929946252339,11.33347912439852
45,13.368025451172569,13.371785877911375
46,12.259806468323546,12.246589820731142
47,13.662331648381649,13.66300221229855
48,13.935832666896246,13.928678721212528
49,11.04578149290977,11.042912375346532
50,11.810086641876334,11.80707770038044
51,10.767218579627718,10.768033938875968
52,11.379849963594618,11.387559040103149
53,13.197960388878752,13.205074713621093
54,12.597839175171297,12.60754963551727
55,12.786404216215606,12.802364838633393
56,11.64104307683559,11.638147236104794
57,11.927830210907906,11.93996063560621
58,12.837721101132242,12.829066254619542
59,12.069229975729975,12.056057871638727
60,11.72727064087918,11.718210055595428
61,13.26348319704108,13.268411376538294
62,10.448506671294739,10.436344092226024
63,12.548804967849227,12.544730494703938
64,14.05262462310218,14.042108822736848
65,13.218911985679425,13.2104124511361
66,11.910589950158286,11.899418713545835
67,11.105491120976662,11.112934926530285
68,11.780525831940935,11.785444247956626
69,12.380181684012296,12.376576544274663
70,12.231736922825476,12.239011266168513
71,12.229149936147474,12.238283846888693
72,11.704433190561035,11.710941117191705
73,12.047501195737002,12.03975632531161
74,12.469789921494298,12.473459381727114
75,12.417457490586456,12.444510667444396
76,11.693229945108342,11.671422722909533
77,11.600952524098112,11.603792204154962
78,13.747573136250999,13.73429031147726
79,10.117048094944773,10.109156387410579
80,11.09184049116862,11.090988046005057
81,12.326087213351853,12.338786509559977
82,10.724143856557335,10.720771478963828
83,10.00360989532714,9.997406099668709
84,10.913420012975765,10.917833061600872
85,12.71943807935096,12.723818898846254
86,11.27796920171933,11.27772815941652
87,11.239235821062511,11.221651979464147
88,11.177172553823832,11.177934870785888
89,10.731575560819904,10.752674112976342
90,10.865769001452538,10.866483588492928
91,13.145690206737866,13.150813427686401
92,11.694814053804361,11.696522445005169
93,13.021653318254625,13.0147690223701
94,12.322703669830718,12.312054782058699
95,13.983609018507025,13.986379412563009
96,12.190649263749883,12.179983534197685
97,11.809255679728148,11.79966858377639
98,12.443609708917432,12.441410638377562
99,10.777193612197186,10.780659762947685
100,10.802594185520823,10.817805606739608
101,12.05156422384194,12.05690492744704
102,13.008590336242602,13.027446999913037
103,12.359010810345426,12.37156678468579
104,10.84882878312613,10.854822705347255
105,9.328970875387423,9.314691690375343
106,12.11425336834905,12.135353254603608
107,11.602690397423487,11.585544368939184
108,12.314170381209868,12.298500188758247
109,11.617643591184383,11.616822865059742
110,12.872173066682354,12.865214994303138
111,12.399960185374779,12.416704793283294
112,12.540137701922447,12.515849423156274
113,10.089738590699845,10.079668062743508
114,11.7571362467323,11.749081750363883
115,13.208985066005708,13.203282058139054
116,12.721362480996305,12.72971567591008
117,11.980519163099391,11.996288354407724
118,10.530818641138543,10.52486789335796
119,12.313572876583088,12.309246735504528
120,11.529729782989415,11.541564319760147
121,13.31852099269237,13.302377670884031
122,11.755571818872948,11.769180658915978
123,11.398050836992928,11.416910889899041
124,12.133350151289829,12.1351996678343
125,12.19290343694386,12.19758168718306
126,12.377926271252885,12.382081709421401
127,12.678205538090616,12.67465298450964
128,12.331031372186178,12.334095198663098
129,11.839989759940442,11.844527562542954
130,11.536643916873135,11.518389791302287
131,12.454273594910282,12.442083136728547
132,12.92841467691925,12.926045403642263
133,13.217668466053977,13.181433817346958
134,11.556958137844267,11.553072291163877
135,14.139061671408813,14.148519117829341
136,12.069049466116217,12.056628504498562
137,11.08590871374916,11.102913202967633
138,12.48741631924878,12.486409736529202
139,12.00584216866193,11.985943169010406
140,10.305054145458792,10.320676939712106
141,13.470945400943096,13.486297151927529
142,10.796701923294824,10.805939821973128
143,12.15450344072838,12.160009211099055
144,11.343914040649285,11.349537530882191
145,11.452205975464814,11.449081470463366
146,11.897244907064634,11.89990644638383
147,13.314126314071036,13.340068921759128
148,9.876753486092777,9.876624623233088
149,11.402826146258397,11.397939390517791
150,11.788739244096657,11.782874802693156
151,11.288787902681973,11.298264553276901
152,13.68275803098778,13.692342437051154
153,11.684901466914573,11.690611154841797
154,12.452076086156334,12.447824412178836
155,10.525815585486347,10.530471060336131
156,12.850078202478038,12.850958766231646
157,13.849532492919982,13.836770234194335
158,12.08023694023507,12.081523532769564
159,11.209859505896246,11.198697674768093
160,11.145585244586316,11.161016264070792
161,10.230024560126601,10.217470614366366
162,11.73091742579859,11.740009342919294
163,13.069984392091646,13.070176772194744
164,12.94569113106212,12.958917930588838
165,13.53840842169081,13.519013757468635
166,11.40573657191032,11.399984423654379
167,11.188990714511634,11.19465752660068
168,11.940697904711206,11.933568183102823
169,12.538560308110835,12.534569894382875
170,11.976543188311043,11.980336031478414
171,13.024812382992105,13.027996997835903
172,13.940692556228676,13.949546315303841
173,9.656053677504058,9.663779751290807
174,10.77153522471962,10.752117033471135
175,11.742378867309599,11.734442227571252
176,9.983424329678504,9.974269668569864
177,12.377181725027413,12.367047322922714
178,13.280171215645455,13.270897447572956
179,10.740737928889043,10.746686347852041
180,12.365844139250834,12.357416906393377
181,11.607732715462738,11.610116532065348
182,13.337872071365931,13.342605266115783
183,10.402744857396899,10.399785699152751
184,12.334641720086028,12.32788343884509
185,12.834931071047166,12.83719562320388
186,12.584431040234954,12.57273560565767
187,11.2116264366102,11.221401902566784
188,11.778036613888412,11.769298884980707
189,11.493042001672872,11.48188791044133
190,13.08965865382893,13.085141541649751
191,10.945423950744372,10.954160486990826
192,12.649176857002915,12.63733432870881
193,12.086749538233352,12.097967098709603
194,11.782954515405986,11.787260279644109
195,11.60676911606122,11.599284299897743
196,10.474149655735697,10.475079030312378
197,13.495048578294044,13.483039061165004
198,10.974079290370529,10.976003630798173
199,13.349119462390968,13.336369200629859
200,12.440162244996433,12.450244004999893
201,12.487813669452187,12.496156536451432
202,11.97367928318584,11.960331367820247
203,12.15781323066037,12.145685883335307
204,11.89000278181131,11.892640081810816
205,11.329665396485904,11.338708031054477
206,12.029937857324388,12.046140073351632
207,13.341774950698957,13.350652891937436
208,12.124952404258645,12.123400411491271
209,13.802537871318808,13.803885125981227
210,10.303544751755462,10.29671576361928
211,11.647290584908989,11.655003181355243
212,10.425173902211325,10.431049721833912
213,14.136846574775776,14.140928656700627
214,13.69200920439113,13.702884957140277
215,11.44853455935505,11.456106911689243
216,10.279937342369509,10.262779121779614
217,11.619173476096334,11.6187936718147
218,12.172314118957473,12.15866663872527
219,12.983587698197127,12.981205847222299
220,12.246215697612323,12.226354919621611
221,11.287593175585485,11.290834299686432
222,10.90784495959636,10.908788545626674
223,14.6799563819343,14.693479928630872
224,12.516001785388093,12.513153397597996
225,11.796208984251175,11.805364163584539
226,12.089087465186598,12.086897215440185
227,11.670899019128132,11.657472425914612
228,12.295682233374485,12.28730864775319
229,13.021012582367781,13.004587213580104
230,11.902216829239665,11.896028847912184
231,13.623468065831018,13.608885111387396
232,11.144287079171049,11.161969645065712
233,11.230537803742893,11.231071116728723
234,11.686331800596541,11.690209920451842
235,10.251077125403,10.245122601024814
236,12.426843535661721,12.443405720929297
237,12.388090734979851,12.405467190890956
238,11.630105033808055,11.62676177377952
239,12.132532098487545,12.131866478999875
240,12.744311773080087,12.731670873473991
241,13.427076374186974,13.428287197988743
242,13.787369668257849,13.792075000328865
243,12.0558244167925,12.051944362888857
244,11.915472442811957,11.906947641641597
245,11.150821864591997,11.154074912719919
246,11.453539101205964,11.444221734504312
247,10.634512229905479,10.633146446923815
248,12.41904755138918,12.414424618689873
249,12.436150664973145,12.433534456854868
250,11.294190969992876,11.279924625951086
251,11.792738572074915,11.785365730089135
252,11.935387439152532,11.94833207754472
253,11.335777371898526,11.319860850531828
254,12.545690978859058,12.555616881688367
255,11.55913321417599,11.58190887999698
256,11.193527195755532,11.188719170698036
